# cuda_transfer_trace_v1 coverage=ordinary_backend_set_get_only timing=host_API_wall_not_DMA
id,context,request_id,seq_id,phase,pos_min,pos_max,backend_api,direction,tensor,offset_bytes,size_bytes,device,host_kind,pointer_status,start_monotonic_ns,copy_api_wall_ns,sync_api_wall_ns,copy_status,sync_status
185,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-31",0,8232,0,pageable,0,862942811012472,11541,230,0,0
186,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-31#0",0,512000,0,pageable,0,862942811904126,20081,16411,0,0
187,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-32 (reshaped)",0,51200,0,pageable,0,862942812172230,7950,270,0,0
188,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-32",0,8232,0,pageable,0,862942812182710,4880,230,0,0
189,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-32#0",0,512000,0,pageable,0,862942814198310,21351,19701,0,0
190,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-33 (reshaped)",0,51200,0,pageable,0,862942814473864,12160,500,0,0
191,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-33",0,8232,0,pageable,0,862942814495735,5630,240,0,0
192,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-33#0",0,512000,0,pageable,0,862942815745347,24351,16261,0,0
193,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-34 (reshaped)",0,51200,0,pageable,0,862942816017380,8581,270,0,0
194,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-34",0,8232,0,pageable,0,862942816028651,5030,250,0,0
195,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-34#0",0,512000,0,pageable,0,862942816998229,22461,16631,0,0
196,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-35 (reshaped)",0,51200,0,pageable,0,862942817305454,7851,250,0,0
197,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-35",0,8232,0,pageable,0,862942817315975,5010,240,0,0
198,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-35#0",0,512000,0,pageable,0,862942818471172,20021,16401,0,0
199,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-36 (reshaped)",0,51200,0,pageable,0,862942818738025,8071,250,0,0
200,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-36",0,8232,0,pageable,0,862942818748546,4940,230,0,0
201,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-36#0",0,512000,0,pageable,0,862942819733315,19951,16531,0,0
202,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-37 (reshaped)",0,51200,0,pageable,0,862942819998038,8380,270,0,0
203,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-37",0,8232,0,pageable,0,862942820008848,6881,240,0,0
204,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-37#0",0,512000,0,pageable,0,862942821058331,19321,16390,0,0
205,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-38 (reshaped)",0,51200,0,pageable,0,862942821326844,7930,250,0,0
206,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-38",0,8232,0,pageable,0,862942821337274,4841,230,0,0
207,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-38#0",0,512000,0,pageable,0,862942823484931,20711,16681,0,0
208,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-39 (reshaped)",0,51200,0,pageable,0,862942823791856,8721,340,0,0
209,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-39",0,8232,0,pageable,0,862942823803427,5170,230,0,0
210,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-39#0",0,512000,0,pageable,0,862942825334083,19721,16340,0,0
211,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-40 (reshaped)",0,51200,0,pageable,0,862942825598006,7960,250,0,0
212,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-40",0,8232,0,pageable,0,862942825608436,4840,240,0,0
213,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-40#0",0,512000,0,pageable,0,862942826762514,19270,16401,0,0
214,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-41 (reshaped)",0,51200,0,pageable,0,862942827027507,8050,260,0,0
215,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-41",0,8232,0,pageable,0,862942827037957,5120,220,0,0
216,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-41#0",0,512000,0,pageable,0,862942828557723,39031,15121,0,0
217,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-42 (reshaped)",0,51200,0,pageable,0,862942828894459,12411,450,0,0
218,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-42",0,8232,0,pageable,0,862942828912310,5750,320,0,0
219,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-42#0",0,512000,0,pageable,0,862942830270758,27901,15061,0,0
220,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-43 (reshaped)",0,51200,0,pageable,0,862942830619685,10000,360,0,0
221,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-43",0,8232,0,pageable,0,862942830634196,5570,310,0,0
222,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-43#0",0,512000,0,pageable,0,862942831968592,25571,17601,0,0
223,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-44 (reshaped)",0,51200,0,pageable,0,862942832253766,9560,340,0,0
224,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-44",0,8232,0,pageable,0,862942832266907,5320,310,0,0
225,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-44#0",0,512000,0,pageable,0,862942833498738,25101,15241,0,0
226,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-45 (reshaped)",0,51200,0,pageable,0,862942833781702,9670,350,0,0
227,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-45",0,8232,0,pageable,0,862942833794792,5431,310,0,0
228,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-45#0",0,512000,0,pageable,0,862942835107228,29511,15621,0,0
229,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-46 (reshaped)",0,51200,0,pageable,0,862942835408462,11241,470,0,0
230,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-46",0,8232,0,pageable,0,862942835424383,5581,310,0,0
231,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-46#0",0,512000,0,pageable,0,862942836944159,24201,15411,0,0
232,target,25,0,prefill,63,67,get_tensor,D2H,"hc_mixed-47 (reshaped)",0,51200,0,pageable,0,862942837277135,9591,370,0,0
233,target,25,0,prefill,63,67,get_tensor,D2H,"ffn_moe_topk-47",0,8232,0,pageable,0,862942837290666,5710,300,0,0
234,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#ffn_moe_down-47#0",0,512000,0,pageable,0,862942838508066,22841,16921,0,0
235,target,25,0,prefill,63,67,set_tensor,H2D,"CUDA0#inp_out_ids#0",0,20,0,pageable,0,862942838553089,2890,7700,0,0
236,target,25,0,prefill,63,67,get_tensor_async,D2H,"result_output",0,4966400,0,pageable,0,862942838644963,656543,0,0,-1
237,target,25,0,prefill,63,67,get_tensor_async,D2H,"result_mtp_embd",0,204800,0,pageable,0,862942839306336,20451,0,0,-1
238,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#inp_embd (reshaped)#0",0,40960,0,pageable,0,862942856561342,5870,10131,0,0
239,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#inp_s_seq_qnext#0",0,16,0,pageable,0,862942856591953,1301,3100,0,0
240,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ple_embd-1#0",0,40960,0,pageable,0,862942889043213,25412,3890,0,0
241,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#qsa_win_cells#0",0,32,0,pageable,0,862942889099296,2320,2951,0,0
242,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#qsa_win_pos#0",0,32,0,pageable,0,862942889106557,1250,3120,0,0
243,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#qsa_win_blocks#0",0,8,0,pageable,0,862942889112507,1120,3170,0,0
244,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#inp_pos#0",0,64,0,pageable,0,862942889118377,1340,2950,0,0
245,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#KQ_mask#0",0,8192,0,pageable,0,862942889124177,1811,3370,0,0
246,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-12 (reshaped)",0,40960,0,pageable,0,862942898228489,15141,350,0,0
247,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-12",0,6184,0,pageable,0,862942898251840,3970,230,0,0
248,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-12#0",0,409600,0,pageable,0,862942926488211,35872,15711,0,0
249,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-13 (reshaped)",0,40960,0,pageable,0,862942926792706,11151,380,0,0
250,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-13",0,6184,0,pageable,0,862942926808027,5520,250,0,0
251,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-13#0",0,409600,0,pageable,0,862942937952070,31271,13811,0,0
252,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-14 (reshaped)",0,40960,0,pageable,0,862942938252395,11860,430,0,0
253,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-14",0,6184,0,pageable,0,862942938268566,5820,330,0,0
254,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-14#0",0,409600,0,pageable,0,862942945005300,26591,14041,0,0
255,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-15 (reshaped)",0,40960,0,pageable,0,862942945331146,9810,301,0,0
256,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-15",0,6184,0,pageable,0,862942945344257,5320,220,0,0
257,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-15#0",0,409600,0,pageable,0,862942948077202,22221,9971,0,0
258,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-16 (reshaped)",0,40960,0,pageable,0,862942948331205,8840,290,0,0
259,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-16",0,6184,0,pageable,0,862942948343355,4981,220,0,0
260,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-16#0",0,409600,0,pageable,0,862942961303019,25401,10090,0,0
261,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-17 (reshaped)",0,40960,0,pageable,0,862942961571992,10960,350,0,0
262,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-17",0,6184,0,pageable,0,862942961586513,5500,240,0,0
263,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-17#0",0,409600,0,pageable,0,862942977870690,28322,9750,0,0
264,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-18 (reshaped)",0,40960,0,pageable,0,862942978143874,9890,320,0,0
265,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-18",0,6184,0,pageable,0,862942978156915,5100,240,0,0
266,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-18#0",0,409600,0,pageable,0,862943000924734,36402,13461,0,0
267,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-19 (reshaped)",0,40960,0,pageable,0,862943001299503,11210,380,0,0
268,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-19",0,6184,0,pageable,0,862943001315744,5560,250,0,0
269,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-19#0",0,409600,0,pageable,0,862943039453556,33861,13531,0,0
270,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-20 (reshaped)",0,40960,0,pageable,0,862943039751651,11320,450,0,0
271,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-20",0,6184,0,pageable,0,862943039767461,5361,230,0,0
272,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-20#0",0,409600,0,pageable,0,862943054284102,38811,10661,0,0
273,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-21 (reshaped)",0,40960,0,pageable,0,862943054570536,9920,340,0,0
274,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-21",0,6184,0,pageable,0,862943054587057,5140,240,0,0
275,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-21#0",0,409600,0,pageable,0,862943071352128,29292,10390,0,0
276,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-22 (reshaped)",0,40960,0,pageable,0,862943071633952,10381,400,0,0
277,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-22",0,6184,0,pageable,0,862943071648653,5150,230,0,0
278,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-22#0",0,409600,0,pageable,0,862943107155355,38171,13101,0,0
279,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-23 (reshaped)",0,40960,0,pageable,0,862943107534013,12101,370,0,0
280,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-23",0,6184,0,pageable,0,862943107552194,5891,240,0,0
281,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-23#0",0,409600,0,pageable,0,862943158085761,39772,11631,0,0
282,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-24 (reshaped)",0,40960,0,pageable,0,862943158401567,11471,360,0,0
283,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-24",0,6184,0,pageable,0,862943158417988,5400,230,0,0
284,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-24#0",0,409600,0,pageable,0,862943165331901,50202,9921,0,0
285,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-25 (reshaped)",0,40960,0,pageable,0,862943165645756,15451,460,0,0
286,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-25",0,6184,0,pageable,0,862943165667458,5860,330,0,0
287,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-25#0",0,409600,0,pageable,0,862943168094208,26571,13491,0,0
288,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-26 (reshaped)",0,40960,0,pageable,0,862943168372882,9910,400,0,0
289,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-26",0,6184,0,pageable,0,862943168386913,5310,240,0,0
290,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-26#0",0,409600,0,pageable,0,862943169366361,19471,12251,0,0
291,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-27 (reshaped)",0,40960,0,pageable,0,862943169660736,8560,280,0,0
292,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-27",0,6184,0,pageable,0,862943169672396,5061,230,0,0
293,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-27#0",0,409600,0,pageable,0,862943170429654,18341,14111,0,0
294,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-28 (reshaped)",0,40960,0,pageable,0,862943170678726,7721,240,0,0
295,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-28",0,6184,0,pageable,0,862943170688917,4850,230,0,0
296,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-28#0",0,409600,0,pageable,0,862943171628753,18321,14191,0,0
297,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-29 (reshaped)",0,40960,0,pageable,0,862943171877076,7790,240,0,0
298,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-29",0,6184,0,pageable,0,862943171887386,4910,220,0,0
299,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-29#0",0,409600,0,pageable,0,862943172558979,17461,14261,0,0
300,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-30 (reshaped)",0,40960,0,pageable,0,862943172803952,7850,250,0,0
301,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-30",0,6184,0,pageable,0,862943172814312,4740,230,0,0
302,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-30#0",0,409600,0,pageable,0,862943175317676,19921,13891,0,0
303,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-31 (reshaped)",0,40960,0,pageable,0,862943175619331,8301,350,0,0
304,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-31",0,6184,0,pageable,0,862943175631402,5250,300,0,0
305,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-31#0",0,409600,0,pageable,0,862943176260623,18891,14081,0,0
306,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-32 (reshaped)",0,40960,0,pageable,0,862943176515196,8570,350,0,0
307,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-32",0,6184,0,pageable,0,862943176526976,5011,310,0,0
308,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-32#0",0,409600,0,pageable,0,862943177225571,18511,14101,0,0
309,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-33 (reshaped)",0,40960,0,pageable,0,862943177482574,8580,380,0,0
310,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-33",0,6184,0,pageable,0,862943177494424,5191,300,0,0
311,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-33#0",0,409600,0,pageable,0,862943178193399,18641,14031,0,0
312,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-34 (reshaped)",0,40960,0,pageable,0,862943178447012,8520,350,0,0
313,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-34",0,6184,0,pageable,0,862943178458772,5051,300,0,0
314,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-34#0",0,409600,0,pageable,0,862943179267732,18711,14381,0,0
315,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-35 (reshaped)",0,40960,0,pageable,0,862943179562967,8100,340,0,0
316,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-35",0,6184,0,pageable,0,862943179574638,5210,320,0,0
317,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-35#0",0,409600,0,pageable,0,862943180467402,18451,14090,0,0
318,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-36 (reshaped)",0,40960,0,pageable,0,862943180720664,8261,370,0,0
319,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-36",0,6184,0,pageable,0,862943180732175,5010,300,0,0
320,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-36#0",0,409600,0,pageable,0,862943181549806,18541,14140,0,0
321,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-37 (reshaped)",0,40960,0,pageable,0,862943181802928,8211,340,0,0
322,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-37",0,6184,0,pageable,0,862943181814369,5200,310,0,0
323,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-37#0",0,409600,0,pageable,0,862943184898462,19381,14630,0,0
324,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-38 (reshaped)",0,40960,0,pageable,0,862943185157575,8880,370,0,0
325,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-38",0,6184,0,pageable,0,862943185170035,5160,311,0,0
326,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-38#0",0,409600,0,pageable,0,862943186184626,17990,14241,0,0
327,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-39 (reshaped)",0,40960,0,pageable,0,862943186480190,7931,350,0,0
328,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-39",0,6184,0,pageable,0,862943186491871,5290,300,0,0
329,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-39#0",0,409600,0,pageable,0,862943187084090,17781,14261,0,0
330,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-40 (reshaped)",0,40960,0,pageable,0,862943187333122,7801,360,0,0
331,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-40",0,6184,0,pageable,0,862943187344103,5050,310,0,0
332,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-40#0",0,409600,0,pageable,0,862943188124852,17881,14300,0,0
333,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-41 (reshaped)",0,40960,0,pageable,0,862943188375994,8291,350,0,0
334,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-41",0,6184,0,pageable,0,862943188387495,5210,310,0,0
335,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-41#0",0,409600,0,pageable,0,862943189126242,17870,14311,0,0
336,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-42 (reshaped)",0,40960,0,pageable,0,862943189377344,7650,340,0,0
337,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-42",0,6184,0,pageable,0,862943189388124,4971,300,0,0
338,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-42#0",0,409600,0,pageable,0,862943190591074,17601,14431,0,0
339,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-43 (reshaped)",0,40960,0,pageable,0,862943190879028,7841,340,0,0
340,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-43",0,6184,0,pageable,0,862943190890319,5280,310,0,0
341,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-43#0",0,409600,0,pageable,0,862943191845816,17331,14211,0,0
342,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-44 (reshaped)",0,40960,0,pageable,0,862943192095679,7890,360,0,0
343,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-44",0,6184,0,pageable,0,862943192108569,5001,300,0,0
344,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-44#0",0,409600,0,pageable,0,862943193070027,17061,14211,0,0
345,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-45 (reshaped)",0,40960,0,pageable,0,862943193319900,7880,360,0,0
346,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-45",0,6184,0,pageable,0,862943193330880,5210,300,0,0
347,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-45#0",0,409600,0,pageable,0,862943194321599,17101,14121,0,0
348,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-46 (reshaped)",0,40960,0,pageable,0,862943194570262,7990,340,0,0
349,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-46",0,6184,0,pageable,0,862943194581512,5070,300,0,0
350,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-46#0",0,409600,0,pageable,0,862943195921059,17220,14441,0,0
351,target,25,0,decode,68,71,get_tensor,D2H,"hc_mixed-47 (reshaped)",0,40960,0,pageable,0,862943196209933,8020,340,0,0
352,target,25,0,decode,68,71,get_tensor,D2H,"ffn_moe_topk-47",0,6184,0,pageable,0,862943196221404,5440,300,0,0
353,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#ffn_moe_down-47#0",0,409600,0,pageable,0,862943197430724,17090,13721,0,0
354,target,25,0,decode,68,71,set_tensor,H2D,"CUDA0#inp_out_ids#0",0,16,0,pageable,0,862943197465335,2490,7261,0,0
355,target,25,0,decode,68,71,get_tensor_async,D2H,"result_output",0,3973120,0,pageable,0,862943197549119,642092,0,0,-1
356,target,25,0,decode,68,71,get_tensor_async,D2H,"result_mtp_embd",0,163840,0,pageable,0,862943198195241,17651,0,0,-1
357,target,25,0,decode,72,76,set_tensor,H2D,"CUDA0#inp_embd (reshaped)#0",0,51200,0,pageable,0,862943226556429,7250,10340,0,0
358,target,25,0,decode,72,76,set_tensor,H2D,"CUDA0#inp_s_seq_qnext#0",0,20,0,pageable,0,862943226583760,1450,3090,0,0
359,target,25,0,decode,72,76,set_tensor,H2D,"CUDA0#ple_embd-1#0",0,51200,0,pageable,0,862943257345326,36252,5110,0,0
360,target,25,0,decode,72,76,set_tensor,H2D,"CUDA0#qsa_win_cells#0",0,48,0,pageable,0,862943257420070,2450,3120,0,0
361,target,25,0,decode,72,76,set_tensor,H2D,"CUDA0#qsa_win_pos#0",0,48,0,pageable,0,862943257428770,1630,3190,0,0
362,target,25,0,decode,72,76,set_tensor,H2D,"CUDA0#qsa_win_blocks#0",0,12,0,pageable,0,862943257436341,1600,3320,0,0
363,target,25,0,decode,72,76,set_tensor,H2D,"CUDA0#inp_pos#0",0,80,0,pageable,0,862943257443311,1190,3050,0,0
364,target,25,0,decode,72,76,set_tensor,H2D,"CUDA0#KQ_mask#0",0,8192,0,pageable,0,862943257449631,18351,3200,0,0
365,target,25,0,decode,72,76,get_tensor,D2H,"hc_mixed-12 (reshaped)",0,51200,0,pageable,0,862943262479031,15711,360,0,0
366,target,25,0,decode,72,76,get_tensor,D2H,"ffn_moe_topk-12",0,8232,0,pageable,0,862943262499992,5030,220,0,0
367,target,25,0,decode,72,76,set_tensor,H2D,"CUDA0#ffn_moe_down-12#0",0,512000,0,pageable,0,862943284773217,35061,16991,0,0
368,target,25,0,decode,72,76,get_tensor,D2H,"hc_mixed-13 (reshaped)",0,51200,0,pageable,0,862943285078492,10620,310,0,0
369,target,25,0,decode,72,76,get_tensor,D2H,"ffn_moe_topk-13",0,8232,0,pageable,0,862943285092313,5430,240,0,0
370,target,25,0,decode,72,76,set_tensor,H2D,"CUDA0#ffn_moe_down-13#0",0,512000,0,pageable,0,862943294693879,30701,12701,0,0
371,target,25,0,decode,72,76,get_tensor,D2H,"hc_mixed-14 (reshaped)",0,51200,0,pageable,0,862943294987943,10281,300,0,0
372,target,25,0,decode,72,76,get_tensor,D2H,"ffn_moe_topk-14",0,8232,0,pageable,0,862943295003414,5721,260,0,0
373,target,25,0,decode,72,76,set_tensor,H2D,"CUDA0#ffn_moe_down-14#0",0,512000,0,pageable,0,862943311160666,32322,12170,0,0
374,target,25,0,decode,72,76,get_tensor,D2H,"hc_mixed-15 (reshaped)",0,51200,0,pageable,0,862943311505523,10461,340,0,0
375,target,25,0,decode,72,76,get_tensor,D2H,"ffn_moe_topk-15",0,8232,0,pageable,0,862943311519604,5300,220,0,0
376,target,25,0,decode,72,76,set_tensor,H2D,"CUDA0#ffn_moe_down-15#0",0,512000,0,pageable,0,862943321882268,28511,12561,0,0
377,target,25,0,decode,72,76,get_tensor,D2H,"hc_mixed-16 (reshaped)",0,51200,0,pageable,0,862943322165342,9620,300,0,0
378,target,25,0,decode,72,76,get_tensor,D2H,"ffn_moe_topk-16",0,8232,0,pageable,0,862943322179883,5210,230,0,0
379,target,25,0,decode,72,76,set_tensor,H2D,"CUDA0#ffn_moe_down-16#0",0,512000,0,pageable,0,862943326097827,30882,12310,0,0
380,target,25,0,decode,72,76,get_tensor,D2H,"hc_mixed-17 (reshaped)",0,51200,0,pageable,0,862943326386821,8881,280,0,0
381,target,25,0,decode,72,76,get_tensor,D2H,"ffn_moe_topk-17",0,8232,0,pageable,0,862943326398202,5130,230,0,0
