timestamp,mem_available_kib,gpu_util_pct,vram_used_mib,vram_free_mib,scope_memory_current_bytes
2026-09-05T03:24:52+02:00,47390620,0,2863,29285,33823252480
2026-09-05T03:24:52+02:00,47342912,0,2863,29285,33822973952
2026-09-05T03:24:53+02:00,47283984,0,2863,29285,33822867456
2026-09-05T03:24:53+02:00,47258216,0,2863,29285,33822683136
2026-09-05T03:24:54+02:00,47247488,0,2863,29285,33823002624
2026-09-05T03:24:55+02:00,47219636,0,25463,6685,33822752768
2026-09-05T03:24:55+02:00,47205028,7,25463,6685,33823338496
2026-09-05T03:24:56+02:00,47206128,7,25463,6685,33822797824
2026-09-05T03:24:56+02:00,47204932,7,25463,6685,33822629888
2026-09-05T03:24:57+02:00,47200908,9,25463,6685,33822691328
2026-09-05T03:24:57+02:00,47185688,7,25463,6685,33823076352
2026-09-05T03:24:58+02:00,47184984,7,25463,6685,33822707712
2026-09-05T03:24:58+02:00,47187024,8,25463,6685,33823047680
2026-09-05T03:24:59+02:00,47198440,4,25463,6685,33822826496
2026-09-05T03:24:59+02:00,47210272,7,25463,6685,33823232000
2026-09-05T03:25:00+02:00,47210264,7,25463,6685,33822646272
2026-09-05T03:25:00+02:00,47203088,7,25463,6685,33822695424
2026-09-05T03:25:01+02:00,47204772,6,25463,6685,33823064064
2026-09-05T03:25:01+02:00,47199360,7,25463,6685,33822879744
2026-09-05T03:25:02+02:00,47198760,7,25463,6685,33823076352
2026-09-05T03:25:02+02:00,47193840,7,25463,6685,33823064064
2026-09-05T03:25:03+02:00,47196808,7,25463,6685,33822986240
2026-09-05T03:25:03+02:00,47200356,5,25463,6685,33822658560
2026-09-05T03:25:04+02:00,47195356,2,25463,6685,33823076352
2026-09-05T03:25:04+02:00,47196412,6,25463,6685,33811283968
2026-09-05T03:25:05+02:00,47068060,0,26275,5873,33822797824
2026-09-05T03:25:05+02:00,46546640,22,26345,5803,33822728192
2026-09-05T03:25:06+02:00,46789536,0,26345,5803,33821065216
2026-09-05T03:25:06+02:00,46703676,0,26345,5803,33821855744
2026-09-05T03:25:07+02:00,46656388,0,26345,5803,33821188096
2026-09-05T03:25:08+02:00,46597096,0,26345,5803,33822957568
2026-09-05T03:25:08+02:00,46545464,0,26347,5801,33821745152
2026-09-05T03:25:09+02:00,46526076,0,26347,5801,33823068160
2026-09-05T03:25:09+02:00,46502016,0,26347,5801,33821990912
2026-09-05T03:25:10+02:00,46491864,0,26347,5801,33822629888
2026-09-05T03:25:10+02:00,46478192,0,26347,5801,33819959296
2026-09-05T03:25:11+02:00,46264604,1,26407,5741,33822978048
2026-09-05T03:25:11+02:00,46282228,2,26407,5741,33823145984
2026-09-05T03:25:12+02:00,46248876,0,26557,5591,33821655040
2026-09-05T03:25:12+02:00,46236188,3,26557,5591,33822928896
2026-09-05T03:25:13+02:00,46188748,1,26567,5581,33822523392
2026-09-05T03:25:13+02:00,46125936,8,26581,5567,33822961664
2026-09-05T03:25:14+02:00,46123576,2,26581,5567,33823141888
2026-09-05T03:25:14+02:00,46162356,2,26581,5567,33818619904
2026-09-05T03:25:15+02:00,46153520,7,26581,5567,33822175232
2026-09-05T03:25:15+02:00,46138256,8,26581,5567,33823219712
2026-09-05T03:25:16+02:00,46177516,16,26581,5567,33822932992
2026-09-05T03:25:16+02:00,46149456,10,26581,5567,33821392896
2026-09-05T03:25:17+02:00,46139380,6,26581,5567,33822760960
2026-09-05T03:25:17+02:00,46128912,42,26581,5567,33820839936
2026-09-05T03:25:18+02:00,46125164,39,26581,5567,33821671424
2026-09-05T03:25:18+02:00,46115908,42,26581,5567,33821138944
2026-09-05T03:25:19+02:00,46160520,42,26581,5567,33822560256
2026-09-05T03:25:20+02:00,46230672,26,26581,5567,33820622848
2026-09-05T03:25:20+02:00,46206992,32,26581,5567,33822969856
2026-09-05T03:25:21+02:00,46179840,3,26581,5567,33824272384
2026-09-05T03:25:21+02:00,46294520,0,26581,5567,33755471872
2026-09-05T03:25:22+02:00,46275468,29,26581,5567,33768157184
2026-09-05T03:25:22+02:00,46267616,46,26581,5567,33768673280
2026-09-05T03:25:23+02:00,46243240,45,26581,5567,33768947712
2026-09-05T03:25:23+02:00,46238784,45,26581,5567,33768636416
2026-09-05T03:25:24+02:00,46208916,45,26581,5567,33822949376
2026-09-05T03:25:24+02:00,46283608,20,26581,5567,33704468480
2026-09-05T03:25:25+02:00,46274632,47,26581,5567,33704402944
2026-09-05T03:25:25+02:00,46289204,45,26581,5567,33703948288
2026-09-05T03:25:26+02:00,46290156,45,26581,5567,33703768064
2026-09-05T03:25:26+02:00,46282312,45,26581,5567,33703333888
2026-09-05T03:25:27+02:00,46178776,14,26581,5567,33822085120
2026-09-05T03:25:27+02:00,46167488,0,26581,5567,33822085120
2026-09-05T03:25:28+02:00,46166964,0,26581,5567,33821605888
2026-09-05T03:25:28+02:00,46162068,0,26581,5567,33821605888
2026-09-05T03:25:29+02:00,46160340,1,3005,29143,
2026-09-05T03:25:29+02:00,46264880,0,3005,29143,
