timestamp,mem_available_kib,gpu_util_pct,vram_used_mib,vram_free_mib,scope_memory_current_bytes
2026-09-05T03:22:39+02:00,43497452,0,2863,29285,33823232000
2026-09-05T03:22:40+02:00,43503788,0,2863,29285,33822871552
2026-09-05T03:22:40+02:00,43505480,0,2863,29285,33822957568
2026-09-05T03:22:41+02:00,43503916,8,25463,6685,33822744576
2026-09-05T03:22:41+02:00,43506132,7,25463,6685,33822650368
2026-09-05T03:22:42+02:00,43512200,7,25463,6685,33823199232
2026-09-05T03:22:42+02:00,43363912,7,25463,6685,33822789632
2026-09-05T03:22:43+02:00,43498984,7,25463,6685,33822932992
2026-09-05T03:22:43+02:00,43498396,6,25463,6685,33822724096
2026-09-05T03:22:44+02:00,43489820,7,25463,6685,33822609408
2026-09-05T03:22:45+02:00,43493008,7,25463,6685,33822797824
2026-09-05T03:22:45+02:00,43483812,7,25463,6685,33822703616
2026-09-05T03:22:46+02:00,43494360,8,25463,6685,33823240192
2026-09-05T03:22:46+02:00,43498364,7,25463,6685,33823346688
2026-09-05T03:22:47+02:00,43495388,8,25463,6685,33822867456
2026-09-05T03:22:47+02:00,43479064,7,25463,6685,33823023104
2026-09-05T03:22:48+02:00,43472132,7,25463,6685,33823129600
2026-09-05T03:22:48+02:00,43460692,7,25463,6685,33822797824
2026-09-05T03:22:49+02:00,43441676,5,25463,6685,33822846976
2026-09-05T03:22:49+02:00,43449952,5,25463,6685,33822662656
2026-09-05T03:22:50+02:00,43458088,14,25463,6685,33810878464
2026-09-05T03:22:50+02:00,42949008,1,26341,5807,33822748672
2026-09-05T03:22:51+02:00,42902296,0,26345,5803,33823862784
2026-09-05T03:22:51+02:00,42889564,0,26345,5803,33822646272
2026-09-05T03:22:52+02:00,42882468,0,26345,5803,33822863360
2026-09-05T03:22:52+02:00,42856584,0,26345,5803,33822875648
2026-09-05T03:22:53+02:00,42837660,0,26345,5803,33822916608
2026-09-05T03:22:53+02:00,42814388,0,26345,5803,33823023104
2026-09-05T03:22:54+02:00,42816388,0,26347,5801,33822683136
2026-09-05T03:22:54+02:00,42810208,0,26347,5801,33822715904
2026-09-05T03:22:55+02:00,42807628,0,26347,5801,33822027776
2026-09-05T03:22:55+02:00,42683744,0,26347,5801,33821614080
2026-09-05T03:22:56+02:00,42857476,0,26347,5801,33818599424
2026-09-05T03:22:57+02:00,42843528,0,26351,5797,33822531584
2026-09-05T03:22:57+02:00,42717220,1,26405,5743,33823227904
2026-09-05T03:22:58+02:00,42629520,1,26407,5741,33822633984
2026-09-05T03:22:58+02:00,42632352,0,26407,5741,33822760960
2026-09-05T03:22:59+02:00,42634228,0,26407,5741,33822720000
2026-09-05T03:22:59+02:00,42585368,0,26557,5591,33822195712
2026-09-05T03:23:00+02:00,43091708,22,26557,5591,33823002624
2026-09-05T03:23:00+02:00,43336564,1,26557,5591,33825808384
2026-09-05T03:23:01+02:00,43512752,0,26557,5591,33821798400
2026-09-05T03:23:01+02:00,43456848,1,26557,5591,33822818304
2026-09-05T03:23:02+02:00,43412960,0,26557,5591,33820045312
2026-09-05T03:23:02+02:00,43376144,1,26557,5591,33822167040
2026-09-05T03:23:03+02:00,43340404,1,26557,5591,33822924800
2026-09-05T03:23:03+02:00,43308144,0,26559,5589,33822179328
2026-09-05T03:23:04+02:00,43255764,0,26567,5581,33823113216
2026-09-05T03:23:04+02:00,43141080,5,26581,5567,33823019008
2026-09-05T03:23:05+02:00,43104208,4,26581,5567,33822785536
2026-09-05T03:23:05+02:00,43098852,5,26581,5567,33823195136
2026-09-05T03:23:06+02:00,43089096,12,26581,5567,33821286400
2026-09-05T03:23:06+02:00,43090664,8,26581,5567,33824940032
2026-09-05T03:23:07+02:00,43085056,7,26581,5567,33821585408
2026-09-05T03:23:07+02:00,42985072,2,26581,5567,33822117888
2026-09-05T03:23:08+02:00,42967848,0,26581,5567,33820643328
2026-09-05T03:23:08+02:00,42960088,0,26581,5567,33820307456
2026-09-05T03:23:09+02:00,43314332,0,26581,5567,33819750400
2026-09-05T03:23:10+02:00,43378304,0,3005,29143,
